Id,TenancyId,DocumentType,DocumentNo,ExternalDocRef,TransactionDate,TransactionAmount
26451,658,Invoice,N13534,,2023-12-01 00:00:06.8048,5000
26452,683,Invoice,N13533,,2023-12-01 00:00:06.804885,8000
26453,661,Invoice,N13532,,2023-12-01 00:00:06.80497,7500
26454,663,Invoice,N13531,,2023-12-01 00:00:06.805056,8000
26455,664,Invoice,N13530,,2023-12-01 00:00:06.805147,8000
26456,690,Invoice,N13529,,2023-12-01 00:00:06.805232,8500
26457,676,Invoice,N13548,,2023-12-01 00:00:06.805762,8000
26458,707,Invoice,N13616,,2023-12-01 00:00:06.807657,5000
26459,703,Invoice,N13549,,2023-12-01 00:00:06.807376,8000
26460,673,Invoice,N13551,,2023-12-01 00:00:06.807186,15500
26461,639,Invoice,N13570,,2023-12-01 00:00:06.80343,12500.00
26462,641,Invoice,N13569,,2023-12-01 00:00:06.803531,12500.00
26463,647,Invoice,N13568,,2023-12-01 00:00:06.803633,12500.00
26464,677,Invoice,N13567,,2023-12-01 00:00:06.805844,8000
26465,678,Invoice,N13566,,2023-12-01 00:00:06.805927,8000
26466,681,Invoice,N13565,,2023-12-01 00:00:06.806009,8000
26467,659,Invoice,N13564,,2023-12-01 00:00:06.806097,12500
26468,655,Invoice,N13563,,2023-12-01 00:00:06.806181,12500
26469,682,Invoice,N13562,,2023-12-01 00:00:06.806263,8000
26470,687,Invoice,N13561,,2023-12-01 00:00:06.806346,8000
26471,662,Invoice,N13560,,2023-12-01 00:00:06.806428,8500.00
26472,656,Invoice,N13559,,2023-12-01 00:00:06.80651,15500
26473,691,Invoice,N13558,,2023-12-01 00:00:06.806592,12500.00
26474,692,Invoice,N13557,,2023-12-01 00:00:06.806674,12500
26475,694,Invoice,N13556,,2023-12-01 00:00:06.806764,15500
26476,696,Invoice,N13555,,2023-12-01 00:00:06.806856,12500.00
26477,697,Invoice,N13554,,2023-12-01 00:00:06.80694,7500
26478,699,Invoice,N13553,,2023-12-01 00:00:06.807022,8000
26480,686,Invoice,N13550,,2023-12-01 00:00:06.807286,8000
26481,708,Invoice,N13617,,2023-12-01 00:00:06.807739,8000
26482,789,Invoice,N13618,,2023-12-01 00:00:06.814819,130000
26483,788,Invoice,N13619,,2023-12-01 00:00:06.81473,8000
26485,733,Invoice,N13683,,2023-12-01 00:00:06.80996,8000
26486,709,Invoice,N13682,,2023-12-01 00:00:06.80782,8000
26487,712,Invoice,N13681,,2023-12-01 00:00:06.807905,8000
26488,713,Invoice,N13680,,2023-12-01 00:00:06.808009,18250
26489,715,Invoice,N13679,,2023-12-01 00:00:06.808106,8000
26490,716,Invoice,N13678,,2023-12-01 00:00:06.808194,5000
26492,718,Invoice,N13676,,2023-12-01 00:00:06.808399,8000
26493,720,Invoice,N13675,,2023-12-01 00:00:06.808482,8000
26494,721,Invoice,N13674,,2023-12-01 00:00:06.808564,8000
26495,722,Invoice,N13673,,2023-12-01 00:00:06.808804,12500
26496,737,Invoice,N13672,,2023-12-01 00:00:06.808932,10500
26497,725,Invoice,N13671,,2023-12-01 00:00:06.809071,11500
26499,727,Invoice,N13669,,2023-12-01 00:00:06.80931,8000
26500,728,Invoice,N13668,,2023-12-01 00:00:06.809415,8000
26501,729,Invoice,N13667,,2023-12-01 00:00:06.80954,8000
26502,730,Invoice,N13666,,2023-12-01 00:00:06.809648,8000
26503,734,Invoice,N13685,,2023-12-01 00:00:06.810066,8000
26504,731,Invoice,N13665,,2023-12-01 00:00:06.809752,8000
26505,738,Invoice,N13686,,2023-12-01 00:00:06.810251,5000
26507,514,Invoice,N13707,,2023-12-01 00:00:06.798985,8000
26508,735,Invoice,N13706,,2023-12-01 00:00:06.81015,8000
26509,739,Invoice,N13705,,2023-12-01 00:00:06.810332,8000
26510,740,Invoice,N13704,,2023-12-01 00:00:06.810422,8000
26511,741,Invoice,N13703,,2023-12-01 00:00:06.810506,15500
26512,744,Invoice,N13702,,2023-12-01 00:00:06.810595,8000
26513,745,Invoice,N13701,,2023-12-01 00:00:06.810677,8000
26514,746,Invoice,N13700,,2023-12-01 00:00:06.810759,13500
26515,748,Invoice,N13699,,2023-12-01 00:00:06.810849,8000
26516,749,Invoice,N13698,,2023-12-01 00:00:06.810931,5000
26517,751,Invoice,N13697,,2023-12-01 00:00:06.811014,9500
26518,752,Invoice,N13696,,2023-12-01 00:00:06.811095,8000
26519,776,Invoice,N13695,,2023-12-01 00:00:06.811181,8000
26520,754,Invoice,N13694,,2023-12-01 00:00:06.811468,11500
26521,755,Invoice,N13693,,2023-12-01 00:00:06.811579,8000
26522,756,Invoice,N13692,,2023-12-01 00:00:06.811726,12500
26523,757,Invoice,N13691,,2023-12-01 00:00:06.811869,8000
26524,759,Invoice,N13690,,2023-12-01 00:00:06.811959,9500
26525,760,Invoice,N13689,,2023-12-01 00:00:06.812302,12500
26526,762,Invoice,N13687,,2023-12-01 00:00:06.812657,8000
26527,505,Invoice,N13709,,2023-12-01 00:00:06.798748,8000
26528,732,Invoice,N13664,,2023-12-01 00:00:06.809875,8000
26529,764,Invoice,N13662,,2023-12-01 00:00:06.813026,8000
26530,765,Invoice,N13638,,2023-12-01 00:00:06.813113,9500
26531,793,Invoice,N13637,,2023-12-01 00:00:06.814919,8000
26532,758,Invoice,N13636,,2023-12-01 00:00:06.813198,5000
26533,767,Invoice,N13635,,2023-12-01 00:00:06.813283,8000
26534,768,Invoice,N13634,,2023-12-01 00:00:06.813368,8000
26535,769,Invoice,N13633,,2023-12-01 00:00:06.813468,8000
26536,771,Invoice,N13632,,2023-12-01 00:00:06.813553,9500
26537,772,Invoice,N13631,,2023-12-01 00:00:06.813638,8000
26538,773,Invoice,N13630,,2023-12-01 00:00:06.813724,8000
26539,774,Invoice,N13629,,2023-12-01 00:00:06.813811,10500
26540,775,Invoice,N13628,,2023-12-01 00:00:06.813897,8000
26541,777,Invoice,N13627,,2023-12-01 00:00:06.813982,8000
26542,778,Invoice,N13626,,2023-12-01 00:00:06.814073,8000
26543,779,Invoice,N13625,,2023-12-01 00:00:06.814161,8000
26544,780,Invoice,N13624,,2023-12-01 00:00:06.814248,9500
26545,781,Invoice,N13623,,2023-12-01 00:00:06.81437,13500
26546,782,Invoice,N13622,,2023-12-01 00:00:06.814455,12500
26547,785,Invoice,N13621,,2023-12-01 00:00:06.814542,8000
26549,790,Invoice,N13639,,2023-12-01 00:00:06.815025,15000
26550,787,Invoice,N13663,,2023-12-01 00:00:06.812771,8000.00
26551,792,Invoice,N13640,,2023-12-01 00:00:06.815235,8000
26552,811,Invoice,N13642,,2023-12-01 00:00:06.816975,13500
26553,515,Invoice,N13661,,2023-12-01 00:00:06.79909,8000
26554,791,Invoice,N13660,,2023-12-01 00:00:06.815147,13500
26555,794,Invoice,N13659,,2023-12-01 00:00:06.815344,16500
26556,795,Invoice,N13658,,2023-12-01 00:00:06.815426,8000
26557,797,Invoice,N13657,,2023-12-01 00:00:06.815513,12500
26558,796,Invoice,N13656,,2023-12-01 00:00:06.815618,8000
26559,798,Invoice,N13655,,2023-12-01 00:00:06.815732,8000
26560,799,Invoice,N13654,,2023-12-01 00:00:06.815818,4000
26561,800,Invoice,N13653,,2023-12-01 00:00:06.81592,3500
26562,801,Invoice,N13652,,2023-12-01 00:00:06.816004,9500
26563,802,Invoice,N13651,,2023-12-01 00:00:06.816088,8000
26564,803,Invoice,N13650,,2023-12-01 00:00:06.816194,10500
26565,804,Invoice,N13649,,2023-12-01 00:00:06.816286,12500
26566,805,Invoice,N13648,,2023-12-01 00:00:06.816374,13500
26567,806,Invoice,N13647,,2023-12-01 00:00:06.816497,7500
26568,807,Invoice,N13646,,2023-12-01 00:00:06.816599,8000
26569,808,Invoice,N13645,,2023-12-01 00:00:06.816685,8000
26570,809,Invoice,N13644,,2023-12-01 00:00:06.816805,8000
26571,810,Invoice,N13643,,2023-12-01 00:00:06.81689,7500
26572,812,Invoice,N13641,,2023-12-01 00:00:06.817066,13500
26573,814,Invoice,N13891,,2023-12-01 00:00:06.817242,13500
26574,279,Receipt,R12671,RL12U70DHK,2023-12-01 07:00:42.512095,-500.00
26575,258,Receipt,R12672,RL11U76I9V,2023-12-01 07:03:19.134253,-13500.00
26576,609,Receipt,R12673,RL12UKLFAQ,2023-12-01 09:28:13.016784,-2000.00
26577,774,Receipt,R12674,RL19UO7YZJ,2023-12-01 10:01:40.941229,-10000.00
26578,537,Receipt,R12675,RL19UPIOQV,2023-12-01 10:13:24.249471,-1000.00
26579,501,Receipt,R12676,RL16UY701E,2023-12-01 11:28:57.00848,-1500.00
26580,744,Receipt,R12677,RL10UYPM4U,2023-12-01 11:33:30.393633,-8000.00
26581,721,Receipt,R12678,RL10V7ADRM,2023-12-01 12:48:27.245203,-8000.00
26582,741,Receipt,R12679,RL18VSJBH2,2023-12-01 15:45:09.426662,-5500.00
26583,768,Receipt,R12680,RL11VVSCPT,2023-12-01 16:12:03.707312,-8000.00
26584,188,Receipt,R12681,RL16VXFWU0,2023-12-01 16:25:12.918181,-8500.00
26585,300,Receipt,R12682,RL14WSC93A,2023-12-01 19:36:20.134058,-6500.00
26586,709,Receipt,R12683,RL16WVA6FM,2023-12-01 19:52:28.380412,-8000.00
26587,682,Receipt,R12684,RL13XEFCZJ,2023-12-01 22:17:57.625691,-8000.00
26588,565,Receipt,R12685,RL25XUU62T,2023-12-02 07:55:18.389523,-5000.00
26589,734,Receipt,R12686,RL25XZZJF3,2023-12-02 08:49:26.312372,-8000.00
26590,283,Receipt,R12687,RL21Y7NJCB,2023-12-02 10:01:32.626281,-8500.00
26591,309,Receipt,R12688,RL23Y9VM0H,2023-12-02 10:21:08.820671,-6500.00
26592,79,Receipt,R12689,RL23YWP5DJ,2023-12-02 13:36:27.651536,-13500.00
26593,271,Receipt,R12690,RL24YYVSS4,2023-12-02 13:54:11.004597,-13500.00
26594,401,Receipt,R12691,RL261C5RH4,2023-12-02 19:40:16.038614,-1600.00
26595,293,Receipt,R12692,RL211CGNEP,2023-12-02 19:41:52.994225,-8000.00
26596,538,Receipt,R12693,RL251CYF3P,2023-12-02 19:44:41.281932,-9500.00
26597,511,Receipt,R12694,RL261FKV4K,2023-12-02 20:00:09.028773,-8000.00
26598,537,Receipt,R12695,RL2720N4MV,2023-12-02 23:10:09.725738,-500.00
26599,697,Receipt,R12696,RL332LPQTF,2023-12-03 09:33:21.262147,-3000.00
26600,681,Receipt,R12697,RL382ZO8JA,2023-12-03 11:57:17.881249,-8000.00
26601,194,Receipt,R12698,RL3839T9P8,2023-12-03 13:37:06.818847,-12500.00
26602,708,Receipt,R12699,RL363XRH42,2023-12-03 17:04:36.161438,-8000.00
26603,109,Receipt,R12700,RL34471A3Y,2023-12-03 18:15:37.464695,-5500.00
26604,34,Receipt,R12701,RL374RBP91,2023-12-03 20:25:17.613501,-7000.00
26605,793,Receipt,R12702,RL3455U95K,2023-12-03 23:18:04.380383,-8000.00
26606,773,Receipt,R12703,RL3956JDP1,2023-12-03 23:41:06.620124,-8000.00
26607,257,Receipt,R12704,RL495C85BN,2023-12-04 06:46:16.083346,-14500.00
26608,91,Receipt,R12705,RL405UJN0I,2023-12-04 10:10:20.628832,-12000.00
26609,315,Receipt,R12706,RL4360M1DL,2023-12-04 11:04:36.377305,-4000.00
26610,629,Receipt,R12707,RL4663SZ68,2023-12-04 11:33:12.01324,-8000.00
26611,794,Receipt,R12708,RL4564NRBJ,2023-12-04 11:40:49.559116,-16000.00
26612,801,Receipt,R12709,RL4364XLT5,2023-12-04 11:43:19.244394,-9000.00
26613,746,Receipt,R12710,RL4667BUCA,2023-12-04 12:04:57.093523,-13500.00
26614,765,Receipt,R12711,RL466NNYZU,2023-12-04 14:23:30.487447,-9500.00
26615,358,Receipt,R12712,RL486ZUF3Y,2023-12-04 16:09:08.487999,-8500.00
26616,807,Receipt,R12713,RL4774D715,2023-12-04 16:45:36.071297,-8000.00
26617,666,Receipt,R12714,RL4975K5DT,2023-12-04 16:54:50.032447,-6000.00
26618,485,Receipt,R12715,RL407G72MQ,2023-12-04 18:09:13.502835,-8000.00
26619,362,Receipt,R12716,RL427MRRZO,2023-12-04 18:48:09.686726,-5000.00
26620,603,Receipt,R12717,RL438I8WD9,2023-12-04 22:31:40.653465,-15500.00
26621,659,Receipt,R12718,RL478IZ2OF,2023-12-04 22:44:27.163895,-12500.00
26622,462,Receipt,R12719,RL468J2QAQ,2023-12-04 22:46:19.739284,-8000.00
26623,661,Receipt,R12720,RL448KYA2A,2023-12-04 23:30:01.261506,-1500.00
26624,29,Receipt,R12721,RL558MISFJ,2023-12-05 00:36:32.294983,-1500.00
26625,30,Receipt,R12722,RL528R0S36,2023-12-05 06:39:34.133881,-8500.00
26626,427,Receipt,R12723,RL568WPM1S,2023-12-05 08:00:06.658,-8000.00
26627,803,Receipt,R12724,RL5193NPCJ,2023-12-05 09:09:39.308339,-10500.00
26628,159,Receipt,R12725,RL5396HWTP,2023-12-05 09:36:15.09993,-15500.00
26629,791,Receipt,R12726,RL559G3X4F,2023-12-05 11:00:41.518247,-13500.00
26630,699,Receipt,R12727,RL579K35P5,2023-12-05 11:35:40.401956,-8000.00
26631,798,Receipt,R12728,RL529S4TP2,2023-12-05 12:46:45.471763,-8000.00
26632,771,Receipt,R12729,RL579W9BAL,2023-12-05 13:21:38.787714,-9500.00
26633,472,Receipt,R12730,RL569ZE2GK,2023-12-05 13:47:10.659554,-2000.00
26634,654,Receipt,R12731,RL58A0ZVJS,2023-12-05 14:00:34.141613,-18500.00
26635,35,Receipt,R12732,RL56A2FJP0,2023-12-05 14:12:39.066706,-7000.00
26636,583,Receipt,R12733,RL55A4DAVH,2023-12-05 14:28:53.65424,-8000.00
26637,655,Receipt,R12734,RL54APS3ZI,2023-12-05 17:26:02.655731,-12500.00
26638,787,Receipt,R12735,RL53AR7FL3,2023-12-05 17:36:14.299186,-8000.00
26639,338,Receipt,R12736,RL53ATQZ7L,2023-12-05 17:53:41.986921,-14500.00
26640,280,Receipt,R12737,RL57AY6421,2023-12-05 18:22:09.25167,-7000.00
26641,795,Receipt,R12738,RL53B9SJFV,2023-12-05 19:25:03.13677,-7000.00
26642,289,Receipt,R12739,RL52BP8K5I,2023-12-05 20:57:42.184276,-11500.00
26643,318,Receipt,R12740,RL51BPCKH1,2023-12-05 20:58:25.979052,-16500.00
26644,505,Receipt,R12741,RL57BQBRJX,2023-12-05 21:05:38.6462,-8000.00
26645,579,Receipt,R12742,RL58C1I534,2023-12-05 23:19:50.252294,-8000.00
26646,790,Receipt,R12743,RL60C802UI,2023-12-06 06:35:42.392612,-13500.00
26647,470,Receipt,R12744,RL66CLRIIU,2023-12-06 09:17:31.36108,-8000.00
26648,416,Receipt,R12745,RL60COIP2Y,2023-12-06 09:43:24.207204,-8000.00
26649,805,Receipt,R12746,RL60CVWIAW,2023-12-06 10:49:36.815723,-13000.00
26650,317,Receipt,R12747,RL64CX13QY,2023-12-06 10:59:13.874314,-8000.00
26651,705,Receipt,R12748,RL64D25DUQ,2023-12-06 11:44:16.127602,-8000.00
26652,715,Receipt,R12749,RL67D4OUQP,2023-12-06 12:06:53.634665,-6000.00
26653,651,Receipt,R12750,RL60DD0W3E,2023-12-06 13:18:16.181356,-15500.00
26654,795,Receipt,R12751,RL66DEFRSO,2023-12-06 13:29:41.810518,-1000.00
26655,776,Receipt,R12752,RL67DG6YTT,2023-12-06 13:43:49.611069,-8000.00
26656,745,Receipt,R12753,RL64DKI79C,2023-12-06 14:19:05.910008,-8000.00
26657,740,Receipt,R12754,RL69DL2VFR,2023-12-06 14:23:52.833448,-8000.00
26658,440,Receipt,R12755,RL63DNY2GF,2023-12-06 14:48:09.787367,-8000.00
26659,785,Receipt,R12756,RL66DOKJVE,2023-12-06 14:53:26.41786,-8000.00
26660,69,Receipt,R12757,RL63DP8EX5,2023-12-06 14:59:14.466973,-13500.00
26661,150,Receipt,R12758,RL60DUK1K6,2023-12-06 15:44:37.163438,-9500.00
26662,307,Receipt,R12759,RL61E2WFFX,2023-12-06 16:48:19.232299,-10500.00
26663,752,Receipt,R12760,RL60EARM3O,2023-12-06 17:41:09.733782,-8000.00
26664,811,Receipt,R12761,RL60EO4IQE,2023-12-06 19:00:36.243622,-13000.00
26665,712,Receipt,R12762,RL68ETRZJY,2023-12-06 19:29:06.934414,-3000.00
26666,310,Receipt,R12763,RL67EYBQ3T,2023-12-06 19:53:41.12465,-5000.00
26667,715,Receipt,R12764,RL64F65H06,2023-12-06 20:42:20.094491,-1000.00
26668,678,Receipt,R12765,RL61F6Q9JL,2023-12-06 20:46:23.326576,-8000.00
26669,473,Receipt,R12766,RL62F6Y4LM,2023-12-06 20:47:46.114653,-9500.00
26670,549,Receipt,R12767,RL67F9526Z,2023-12-06 21:03:44.132337,-8000.00
26671,570,Receipt,R12768,RL67F9MYEX,2023-12-06 21:07:28.243677,-8000.00
26672,275,Receipt,R12769,RL62FALQ1O,2023-12-06 21:15:02.689791,-8500.00
26673,29,Receipt,R12770,RL69FMFX27,2023-12-06 23:58:41.661173,-1000.00
26674,311,Receipt,R12771,RL78FTXZW4,2023-12-07 07:08:13.174816,-8500.00
26675,779,Receipt,R12772,RL71FVSV6F,2023-12-07 07:34:00.62354,-8000.00
26676,718,Receipt,R12773,RL71FYM4YH,2023-12-07 08:07:12.606215,-8000.00
26677,419,Receipt,R12774,RL77FYS3ST,2023-12-07 08:08:50.203513,-8000.00
26678,731,Receipt,R12775,RL74G5MMH2,2023-12-07 09:18:04.137705,-8000.00
26679,42,Receipt,R12776,RL74G65ZWK,2023-12-07 09:23:05.972609,-6500.00
26680,157,Receipt,R12777,RL74GH4Q4C,2023-12-07 11:02:45.545638,-13500.00
26681,514,Receipt,R12778,RL77GPZPT7,2023-12-07 12:21:00.800192,-8000.00
26682,797,Receipt,R12779,RL74GQVL7I,2023-12-07 12:28:50.843009,-12500.00
26683,550,Receipt,R12780,RL76GUDU4S,2023-12-07 12:59:38.756611,-8500.00
26684,676,Receipt,R12781,RL78H31AVG,2023-12-07 14:12:33.584412,-4000.00
26685,102,Receipt,R12782,RL78H5A5KG,2023-12-07 14:31:59.356109,-15000.00
26686,664,Receipt,R12783,RL76H9TW3Q,2023-12-07 15:12:12.363341,-8000.00
26687,89,Receipt,R12784,RL77HCER2Z,2023-12-07 15:34:57.989367,-18500.00
26688,236,Receipt,R12785,RL74HCFPZ0,2023-12-07 15:35:11.167457,-14500.00
26689,313,Receipt,R12786,RL76HOJGIM,2023-12-07 17:15:38.524778,-4000.00
26690,139,Receipt,R12787,RL75HPC1PP,2023-12-07 17:21:27.814462,-14500.00
26691,452,Receipt,R12788,RL78HYLHEU,2023-12-07 18:24:06.286655,-8000.00
26692,683,Receipt,R12789,RL71I1C5T1,2023-12-07 18:40:38.244836,-8000.00
26693,433,Receipt,R12790,RL71ICEQ7J,2023-12-07 19:38:44.361078,-8000.00
26694,729,Receipt,R12791,RL78IKBQWQ,2023-12-07 20:25:13.453412,-8000.00
26695,675,Receipt,R12792,RL70IR2ASK,2023-12-07 21:12:26.20223,-8000.00
26696,692,Receipt,R12793,RL73IUVQ3F,2023-12-07 21:45:48.073934,-12500.00
26697,70,Receipt,R12794,RL73IVICM7,2023-12-07 21:52:02.907462,-13500.00
26698,47,Receipt,R12795,RL78IW92DY,2023-12-07 21:59:44.433699,-11500.00
26699,577,Receipt,R12796,RL70IZFYP8,2023-12-07 22:40:45.582934,-8000.00
26700,561,Receipt,R12797,RL79J1HHZF,2023-12-07 23:20:52.261428,-13500.00
26701,748,Receipt,R12798,RL83J4A0UZ,2023-12-08 01:31:18.372873,-8000.00
26702,336,Receipt,R12799,RL88J7TUUS,2023-12-08 06:29:20.218651,-13500.00
26703,646,Receipt,R12800,RL86J8RM6E,2023-12-08 06:49:56.907732,-4000.00
26704,782,Receipt,R12801,RL87JD5TTH,2023-12-08 07:52:08.809044,-12500.00
26705,568,Receipt,R12802,RL80JF5L64,2023-12-08 08:14:07.792289,-8000.00
26706,788,Receipt,R12803,RL80JFCDNI,2023-12-08 08:16:00.331237,-8000.00
26707,673,Receipt,R12804,RL81JJDFWD,2023-12-08 08:56:45.215401,-15500.00
26708,574,Receipt,R12805,RL85JQDAKH,2023-12-08 10:02:43.530578,-4000.00
26709,674,Receipt,R12806,RL84JSQBD2,2023-12-08 10:23:47.416667,-8000.00
26710,703,Receipt,R12807,RL87JZBK8T,2023-12-08 11:20:45.130155,-8000.00
26711,387,Receipt,R12808,RL87JZU5TJ,2023-12-08 11:25:10.693714,-7500.00
26712,147,Receipt,R12809,RL83K0EGDZ,2023-12-08 11:30:11.324774,-17500.00
26713,66,Receipt,R12810,RL84K1IWBM,2023-12-08 11:40:03.280538,-13500.00
26714,751,Receipt,R12811,RL86K3I9HE,2023-12-08 11:57:59.056787,-9500.00
26715,189,Receipt,R12812,RL87K99M5H,2023-12-08 12:48:43.333103,-8500.00
26716,809,Receipt,R12813,RL89KBVGSN,2023-12-08 13:11:29.579668,-8000.00
26717,402,Receipt,R12814,RL89KBYBG7,2023-12-08 13:12:06.864219,-8000.00
26718,417,Receipt,R12815,RL80KGBQT8,2023-12-08 13:48:24.315931,-3000.00
26719,764,Receipt,R12816,RL86KHDG5U,2023-12-08 13:57:00.797546,-8000.00
26720,615,Receipt,R12817,RL89KKOAU5,2023-12-08 14:24:12.241508,-8000.00
26721,407,Receipt,R12818,RL87KWEWD1,2023-12-08 16:04:39.930559,-8000.00
26722,707,Receipt,R12819,RL88KWI6OI,2023-12-08 16:05:14.60336,-3500.00
26723,456,Receipt,R12820,RL84L4TG0E,2023-12-08 17:11:31.338968,-9500.00
26724,581,Receipt,R12821,RL86LJ8FHQ,2023-12-08 18:46:26.671559,-8000.00
26725,392,Receipt,R12822,RL85LW4GNT,2023-12-08 19:55:00.518617,-8000.00
26726,597,Receipt,R12823,RL80M20PE2,2023-12-08 20:31:07.203091,-8000.00
26727,598,Receipt,R12824,RL88M5AGTG,2023-12-08 20:53:21.550501,-8000.00
26728,611,Receipt,R12825,RL83M6GMS9,2023-12-08 21:01:36.912058,-16200.00
26729,728,Receipt,R12826,RL82MG9NX4,2023-12-08 22:36:35.112782,-8000.00
26730,796,Receipt,R12827,RL83MG9BEV,2023-12-08 22:36:37.78369,-8000.00
26731,413,Receipt,R12828,RL95MOP85V,2023-12-09 05:42:22.423044,-8000.00
26732,212,Receipt,R12829,RL91MU0XNX,2023-12-09 07:42:04.943879,-18500.00
26733,354,Receipt,R12830,RL99N3ZNRN,2023-12-09 09:27:57.979003,-8000.00
26734,775,Receipt,R12831,RL90NAB8MG,2023-12-09 10:26:02.23828,-8000.00
26735,762,Receipt,R12832,RL94NCA05O,2023-12-09 10:43:22.811637,-8000.00
26736,435,Receipt,R12833,RL97NEP555,2023-12-09 11:04:24.010704,-6000.00
26737,410,Receipt,R12834,RL98O68S8E,2023-12-09 14:57:06.935103,-7000.00
26738,279,Receipt,R12835,RL98O8O9GW,2023-12-09 15:16:51.708875,-14000.00
26739,395,Receipt,R12836,RL91OPIBYT,2023-12-09 17:30:27.121445,-8000.00
26740,656,Receipt,R12837,RL90ORWWGO,2023-12-09 17:47:09.709381,-15500.00
26741,110,Receipt,R12838,RL97P2YSMB,2023-12-09 18:56:16.135671,-5500.00
26742,464,Receipt,R12839,RL98PIJL9G,2023-12-09 20:24:18.417135,-8000.00
26743,625,Receipt,R12840,RL93PQOZS5,2023-12-09 21:25:00.203627,-8000.00
26744,727,Receipt,R12841,RLA9Q4J9T7,2023-12-10 03:55:07.118024,-8000.00
26745,501,Receipt,R12842,RLA1QF5UEL,2023-12-10 08:49:22.986695,-6000.00
26746,327,Receipt,R12843,RLA2QG3UK2,2023-12-10 09:00:14.116632,-8500.00
26747,71,Receipt,R12844,RLA3QQ3H2J,2023-12-10 10:46:02.622184,-15000.00
26748,123,Receipt,R12845,RLA3QQMXRJ,2023-12-10 10:51:31.419773,-6000.00
26749,800,Receipt,R12846,RLA7QZWA81,2023-12-10 12:30:25.915105,-3500.00
26750,639,Receipt,R12847,RLA3R28VLJ,2023-12-10 12:54:35.792291,-12500.00
26751,780,Receipt,R12848,RLA5RDEHDV,2023-12-10 14:40:07.740973,-9500.00
26752,730,Receipt,R12849,RLA0RG1GJQ,2023-12-10 15:03:56.668254,-8000.00
26753,39,Receipt,R12850,RLA4RJSOII,2023-12-10 15:37:42.760803,-7000.00
26754,411,Receipt,R12851,RLA5RKU17P,2023-12-10 15:47:06.741596,-8000.00
26755,408,Receipt,R12852,RLA3RR76WT,2023-12-10 16:42:47.275159,-4000.00
26756,772,Receipt,R12853,RLA1RZB9BX,2023-12-10 17:48:32.146363,-8000.00
26757,812,Receipt,R12854,RLA6S0T32E,2023-12-10 18:00:09.856647,-13500.00
26758,781,Receipt,R12855,RLA4S8UVFC,2023-12-10 18:57:24.978339,-13500.00
26759,503,Receipt,R12856,RLA6SJXX08,2023-12-10 20:03:22.94287,-8000.00
26760,585,Receipt,R12857,RLA7SKIHY5,2023-12-10 20:07:08.455697,-5000.00
26761,537,Receipt,R12858,RLA5SMFPHD,2023-12-10 20:20:24.373647,-1500.00
26762,622,Receipt,R12859,RLA6SPUH5G,2023-12-10 20:47:04.937105,-15500.00
26763,498,Receipt,R12860,RLA8SUL2V6,2023-12-10 21:35:08.803627,-15000.00
26764,20,Receipt,R12861,RLB2TGDCYI,2023-12-11 09:05:54.166299,-8000.00
26765,733,Receipt,R12862,RLB4TMGNYU,2023-12-11 10:06:50.333653,-8000.00
26766,814,Receipt,R12863,RLB2TQERI8,2023-12-11 10:43:18.982053,-13500.00
26767,808,Receipt,R12864,RLB7TQQG9V,2023-12-11 10:46:20.407776,-8000.00
26768,687,Receipt,R12865,RLB6TV2EMI,2023-12-11 11:25:45.820642,-6000.00
26769,315,Receipt,R12866,RLB6TVGNDY,2023-12-11 11:29:13.480442,-2000.00
26770,517,Receipt,R12867,RLB7TVHMAN,2023-12-11 11:29:31.242639,-8000.00
26771,23,Receipt,R12868,RLB0TWMDIQ,2023-12-11 11:39:50.787976,-8000.00
26772,480,Receipt,R12869,RLB3TWPLXD,2023-12-11 11:40:37.511647,-8000.00
26773,80,Receipt,R12870,RLB8UGBT20,2023-12-11 14:33:36.593324,-13500.00
26774,684,Receipt,R12871,RLB9UI1LFJ,2023-12-11 14:48:38.693955,-8000.00
26775,713,Receipt,R12872,RLB7UO3PSH,2023-12-11 15:42:24.295813,-18250.00
26776,676,Receipt,R12873,RLB9V0LH0F,2023-12-11 17:24:51.57441,-4000.00
26777,461,Receipt,R12874,RLB2VC6MTW,2023-12-11 18:42:34.117054,-16000.00
26778,509,Receipt,R12875,RLB7VENHQB,2023-12-11 18:56:28.539786,-8000.00
26779,328,Receipt,R12876,RLB8VFU0YS,2023-12-11 19:02:48.020383,-13500.00
26780,712,Receipt,R12877,RLB2VINWRG,2023-12-11 19:17:50.63598,-3000.00
26781,144,Receipt,R12878,RLB8VJCH04,2023-12-11 19:21:27.470069,-10000.00
26782,195,Receipt,R12879,RLB7VXWJKR,2023-12-11 20:51:32.685082,-12500.00
26783,268,Receipt,R12880,RLB9W13M6F,2023-12-11 21:16:26.599218,-13500.00
26784,493,Receipt,R12881,RLB4W4QAH0,2023-12-11 21:50:05.559168,-11500.00
26785,169,Receipt,R12882,RLB9W5AV51,2023-12-11 21:56:08.601402,-11500.00
26786,306,Receipt,R12883,RLC4WXH3FE,2023-12-12 10:01:03.035448,-7500.00
26787,417,Receipt,R12884,RLC2WY0IZI,2023-12-12 10:06:15.669273,-3000.00
26788,288,Receipt,R12885,RLC2XKOXZM,2023-12-12 13:31:16.192688,-7500.00
26789,32,Receipt,R12886,RLC3XQ9SRF,2023-12-12 14:20:13.011837,-8000.00
